user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28
204,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274,-0.9974274
205,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064,-0.98779064
206,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134,-0.99862134
207,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661,-0.9994661
208,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.98895395,-0.9991726,-0.9991726,-0.9991726,-0.9991726
209,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9965274,-0.9995838,-0.99014634,-0.99014634,-0.99014634,-0.99014634
210,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,0.6337785,-0.998985,-0.998985,-0.998985,-0.998985,-0.998985,-0.998985
211,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,-0.99959654,0.9805053,0.9805053,0.9805053,0.9805053,0.9805053
212,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.99959487,-0.96501464,-0.96501464,-0.99879575,-0.99879575
213,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.99848586,-0.98703396,-0.98703396,-0.98703396,-0.98703396,-0.98703396
214,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.99922884,-0.9997198,-0.9988901,-0.9988901,-0.99710375,-0.99710375
215,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99963987,-0.99841213,-0.99841213,-0.99841213,-0.99841213
216,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.8984721,-0.9978921,-0.9978921,-0.9978921,-0.9978921
217,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,0.97057825,-0.9990086,-0.9990086,-0.9990086,-0.9990086
218,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9918321,-0.9985598,-0.9985598,-0.9985598,-0.9985598
219,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214,-0.9850214
220,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.9873469,-0.99510115,-0.99510115,-0.99510115,-0.99510115,-0.99510115,0.9832001,0.9832001,0.9832001,0.9832001,0.9832001
221,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188,-0.9960188
222,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966,-0.99978966
223,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344,-0.9841344
224,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,0.98694706,-0.8283423,-0.8283423
225,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.9969309,-0.96424603,-0.96424603,-0.96424603,-0.96424603,-0.96424603
226,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755,-0.62178755
227,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,0.9928885,-0.81948185,-0.81948185
228,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017,-0.9998017
229,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299,-0.9966299
230,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443,-0.95358443
231,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,-0.9885343,0.9527449,0.9527449,0.9527449,0.9527449,0.9527449
232,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853,-0.965853
233,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453,-0.98293453
234,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873,-0.9970873
235,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692,-0.9971692
236,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027,-0.99923027
237,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836,-0.99852836
238,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477,-0.89453477
239,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,0.99174964,-0.99733007
240,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,0.9947984,-0.9993993,-0.9993993,-0.9993993,-0.9993993,0.9986186,0.9986186,0.9986186,0.9986186,0.9986186,0.9986186
241,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.99910223,-0.9926817,-0.9926817,-0.9926817,-0.9926817,-0.9926817
242,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171,0.9774171
243,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476,-0.99613476
244,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667,-0.9971667
245,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945,-0.99028945
246,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,0.98927784,-0.99656737,-0.99656737,-0.99656737,-0.99656737,-0.99656737,-0.99656737,-0.99656737,-0.99656737
247,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.98751765,-0.9976005,-0.9976005,-0.9976005,-0.9976005,-0.9976005,-0.9976005,-0.9976005,-0.9976005
248,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197,-0.9698197
249,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108,-0.9981108
250,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204,0.98838204
251,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.80283195,-0.9812444,-0.9812444,-0.9812444,-0.9812444,-0.9812444
252,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146,-0.99800146
253,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9968466,-0.9921766,-0.9921766,-0.9921766
254,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,0.9939567,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444,-0.9922444
255,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364,0.95458364
256,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939,-0.9953939
257,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.99485636,-0.7709297,-0.7709297
258,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.98323154,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021,-0.9980021
259,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891,-0.9991891
260,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504,-0.99739504
261,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388,-0.9984388
262,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493,-0.99942493
263,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176,-0.99954176
264,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667,0.9973667
265,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197,-0.9966197
266,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867,-0.99867
267,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974,-0.99835974
268,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914,0.9962914
269,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495,0.62474495
270,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742,-0.9740742
271,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792,-0.9923792
272,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9992112,-0.9991591,-0.99908006,-0.99908006,-0.99908006,-0.998602,-0.998602
273,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188,0.8614188
